sentence,labels,scores,ESG
science gateway is cerns new flagship facility for  scientific education and outreach.,"['training and education', 'diversity and inclusion', 'transparancy', 'board accountability', 'natural resources', 'emissions', 'philanthropy', 'health and safety', 'pollution', 'corporate compliance']","[0.9506201201627635, 0.018187780915991048, 0.012668055870674872, 0.006904561677227834, 0.006614481054008062, 0.0019288234951592707, 0.0017070302619129302, 0.0005963401313546997, 0.0005435538087795165, 0.00022925262212820837]","['S', 'S', 'G', 'G', 'E', 'E', 'S', 'S', 'E', 'G']"
"it will significantly expand cerns educational activities and serve as a beacon to encourage young people to aim for careers in science, technology, engineering and mathematics (stem).","['training and education', 'philanthropy', 'diversity and inclusion', 'board accountability', 'natural resources', 'transparancy', 'emissions', 'pollution', 'corporate compliance', 'health and safety']","[0.8762366588584065, 0.07881127374051586, 0.023215899418918735, 0.01151553634320807, 0.003957434465332393, 0.0026256202947921325, 0.0022269371699865145, 0.0006201307002520088, 0.00047205452966838474, 0.0003184544789193617]","['S', 'S', 'S', 'G', 'E', 'G', 'E', 'E', 'G', 'S']"
"scope 1 refers to direct greenhouse gas emissions, i.e.","['emissions', 'pollution', 'transparancy', 'board accountability', 'corporate compliance', 'natural resources', 'diversity and inclusion', 'health and safety', 'training and education', 'philanthropy']","[0.5021626737461395, 0.4944913645726384, 0.0018068904414883825, 0.0006680741773428889, 0.00032408993260444463, 0.00029900716999597986, 9.101309253476387e-05, 7.601962629481514e-05, 4.931780116155442e-05, 3.154943979921993e-05]","['E', 'E', 'G', 'G', 'G', 'E', 'S', 'S', 'S', 'S']"
emissions from sources that are owned or controlled by an organisation.,"['emissions', 'pollution', 'transparancy', 'natural resources', 'corporate compliance', 'board accountability', 'health and safety', 'diversity and inclusion', 'training and education', 'philanthropy']","[0.37331214290934905, 0.3007450537035711, 0.0992466621287637, 0.089423286121634, 0.0712827929494369, 0.0305317632201173, 0.029806306189493342, 0.005049860610810841, 0.00036701555310043123, 0.000235116613723341]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"scope 2 refers to energy indirect greenhouse gas emissions,  i.e.","['emissions', 'pollution', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'natural resources', 'training and education', 'health and safety', 'philanthropy']","[0.507107313756446, 0.482650456144143, 0.008680875241268858, 0.0006589544045051686, 0.00037379098573200295, 0.00018594951354845602, 0.00017996296918316727, 5.484259397558901e-05, 5.464697365352715e-05, 5.320741754418533e-05]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"emissions that result from the generation of acquired and consumed electricity, steam, heat, or cooling.","['emissions', 'pollution', 'natural resources', 'transparancy', 'corporate compliance', 'board accountability', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.34029140610814795, 0.2814927532395222, 0.27147376752886776, 0.09345806794540441, 0.005843299537836176, 0.0026435897127272544, 0.0022696857837949543, 0.0021520252666549044, 0.00030948144030897826, 6.592343673542243e-05]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"scope 3 refers to other indirect greenhouse gas emissions,  i.e.","['emissions', 'pollution', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'natural resources', 'health and safety', 'philanthropy', 'training and education']","[0.5025576574912641, 0.47913472075138164, 0.015561868365779401, 0.0010587460164434026, 0.0005210196481811591, 0.0005171055006476101, 0.0003785519302060108, 0.00010653304539497873, 9.043698331318481e-05, 7.336026738847088e-05]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"emissions that occur outside the organisation, both upstream and downstream, that are not included in the energy indirect greenhouse gases (scope 2).","['transparancy', 'emissions', 'pollution', 'natural resources', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'health and safety', 'training and education']","[0.41742767443133266, 0.408627166249682, 0.1411416479016004, 0.01441853291234831, 0.012167191970672939, 0.002547635287992455, 0.0021656222648445095, 0.0007931006690860339, 0.0005465792128024678, 0.00016484909963821197]","['G', 'E', 'E', 'E', 'S', 'G', 'G', 'S', 'S', 'S']"
"the united nations sustainable development goals  (sdgs) address the global challenges the world is facing, including those related to poverty, inequality, climate change, environmental degradation, peace and justice.","['emissions', 'natural resources', 'pollution', 'transparancy', 'board accountability', 'diversity and inclusion', 'philanthropy', 'corporate compliance', 'health and safety', 'training and education']","[0.4427924635588828, 0.3606458795478164, 0.10554947068475544, 0.04779986188949036, 0.028512474721553584, 0.00977285851068607, 0.0019102110660285975, 0.0012945459569390183, 0.001143433604593321, 0.0005788004592544126]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'S']"
"the super proton synchrotron (sps) is the second-largest  machine in cerns accelerator complex and provides beams for experiments at cern, as well as preparing beams for the lhc.","['transparancy', 'diversity and inclusion', 'natural resources', 'emissions', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'corporate compliance', 'training and education']","[0.3655871860982024, 0.18118647422637577, 0.1547150990056024, 0.10908303956972804, 0.08197992576231944, 0.04557632974382129, 0.024005304610698594, 0.017647172414341415, 0.013984306214045282, 0.00623516235486541]","['G', 'S', 'E', 'E', 'G', 'S', 'E', 'S', 'G', 'S']"
"the tripartite agreement on radiation protection and  radiation safety is an agreement between cern, the swiss federal office for public health (foph) and the french nuclear authority (asn).","['health and safety', 'transparancy', 'board accountability', 'diversity and inclusion', 'training and education', 'pollution', 'corporate compliance', 'natural resources', 'philanthropy', 'emissions']","[0.992271829020074, 0.003358878933762668, 0.00220492067365279, 0.0006789438351358015, 0.0004687459534467143, 0.0003219779739215449, 0.00022475889151673913, 0.00019247971507686812, 0.00018712409749012328, 9.034090592274453e-05]","['S', 'G', 'G', 'S', 'S', 'E', 'G', 'E', 'S', 'E']"
"under the agreement, a framework has been established for the discussion of topics related to radiation protection, specifically the protection of cern personnel and the public from ionising radiation, both on site and in the vicinity of cerns facilities.","['health and safety', 'training and education', 'transparancy', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'natural resources', 'pollution', 'philanthropy', 'emissions']","[0.9171220776457737, 0.044105278299127075, 0.021345369629381886, 0.006934171892461046, 0.005102995859691975, 0.00245216273046362, 0.0009760469639523845, 0.000958509761533692, 0.0007301356763329341, 0.0002732515412817156]","['S', 'S', 'G', 'G', 'S', 'G', 'E', 'E', 'S', 'E']"
"the wigner research centre for physics is a research  centre near budapest, hungary.","['diversity and inclusion', 'board accountability', 'transparancy', 'natural resources', 'emissions', 'training and education', 'philanthropy', 'health and safety', 'pollution', 'corporate compliance']","[0.6180274512397501, 0.14501459854339666, 0.12811860492392707, 0.029993860819065972, 0.01956213557960788, 0.017897110956884132, 0.014540599887788495, 0.011804287100802368, 0.008012727250277876, 0.0070286236984994895]","['S', 'G', 'G', 'E', 'E', 'S', 'S', 'S', 'E', 'G']"
"until 2020, computing capacity at wigner was remotely managed from cern, substantially extending the capabilities of the tier 0 activities of the worldwide lhc computing grid (wlcg).","['transparancy', 'diversity and inclusion', 'board accountability', 'emissions', 'natural resources', 'corporate compliance', 'health and safety', 'philanthropy', 'pollution', 'training and education']","[0.4941705639956495, 0.18249544972319695, 0.11836160952603196, 0.0696981055212793, 0.045064014737031234, 0.0375742001155973, 0.025297330697866063, 0.013974405236667948, 0.00843645385535018, 0.0049278665913295725]","['G', 'S', 'G', 'E', 'E', 'G', 'S', 'S', 'E', 'S']"
the large hadron collider (lhc) is the worlds largest particle accelerator.,"['transparancy', 'diversity and inclusion', 'board accountability', 'health and safety', 'emissions', 'natural resources', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.47993298696351033, 0.20287483721477437, 0.11126964098014652, 0.06685801044978537, 0.04957610621032768, 0.025428873118641237, 0.024998631835796467, 0.020329643489852063, 0.012488685673757188, 0.0062425840634087485]","['G', 'S', 'G', 'S', 'E', 'E', 'E', 'G', 'S', 'S']"
"its 27-km ring is buried 100 metres below the french  and swiss countryside, with access points known as sites located around the ring.","['natural resources', 'diversity and inclusion', 'transparancy', 'health and safety', 'emissions', 'pollution', 'board accountability', 'philanthropy', 'training and education', 'corporate compliance']","[0.686892161829886, 0.1179224662971192, 0.06339901782016216, 0.03476445876781233, 0.028602311282197288, 0.020649320333975027, 0.018090870719823317, 0.011912277144485265, 0.008885162440452237, 0.008881953364087144]","['E', 'S', 'G', 'S', 'E', 'E', 'G', 'S', 'S', 'G']"
"the organisation and its reporting practices 2-1 organizational details about cern (p. 9) 2-2 entities included in the organizations sustainability reporting management approach (p. 13) 2-3 reporting period, frequency and contact point cern publishes biennial environment reports.","['natural resources', 'corporate compliance', 'transparancy', 'emissions', 'pollution', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.7104613521102666, 0.17455031344591404, 0.07635960196504073, 0.018093790552006273, 0.007560625482810533, 0.006007349178960528, 0.0033249193613053927, 0.002341332996348328, 0.000881753001892742, 0.00041896190545479147]","['E', 'G', 'G', 'E', 'E', 'G', 'S', 'S', 'S', 'S']"
this report covers the period 2021-2022 and was published on 4 december 2023.,"['corporate compliance', 'natural resources', 'emissions', 'diversity and inclusion', 'transparancy', 'health and safety', 'board accountability', 'training and education', 'pollution', 'philanthropy']","[0.18955087543561203, 0.16847221792507588, 0.13986064551497765, 0.12513118064900852, 0.11591920216713972, 0.08607583216635645, 0.07562890373379962, 0.053562542438104384, 0.03569970555490285, 0.010098894415022935]","['G', 'E', 'E', 'S', 'G', 'S', 'G', 'S', 'E', 'S']"
any questions can be sent to environment.,"['natural resources', 'emissions', 'diversity and inclusion', 'training and education', 'transparancy', 'pollution', 'board accountability', 'health and safety', 'philanthropy', 'corporate compliance']","[0.7929350890315798, 0.07190209311122914, 0.05603975916816789, 0.019738962931919016, 0.018280200073577012, 0.017700320877333402, 0.01230310397563957, 0.0069584718278228475, 0.002093826139026836, 0.0020481728637044678]","['E', 'E', 'S', 'S', 'G', 'E', 'G', 'S', 'S', 'G']"
