sentence,labels,scores,ESG
"it will be a beacon to encourage young people to aim for careers in science, technology, engineering and mathematics, stem.","['training and education', 'diversity and inclusion', 'philanthropy', 'transparancy', 'board accountability', 'natural resources', 'emissions', 'corporate compliance', 'pollution', 'health and safety']","[0.9208734138873734, 0.03728787229360656, 0.02314248836334276, 0.006156691733701445, 0.004947655744383325, 0.0038308597808931234, 0.002497102580171088, 0.0005129797859308546, 0.0004849413070087812, 0.0002659945235886093]","['S', 'S', 'S', 'G', 'G', 'E', 'E', 'G', 'E', 'S']"
"scope 1 is the direct greenhouse gas emissions, i.e.","['emissions', 'pollution', 'transparancy', 'natural resources', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'training and education', 'philanthropy']","[0.5069339272720592, 0.48870322381816483, 0.002198497283789555, 0.0008982748605410676, 0.0007054639084708514, 0.0002210702941044666, 0.0001376520332133485, 9.831181905820912e-05, 5.785687393769645e-05, 4.572183666076102e-05]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
emissions from sources that are owned or controlled by an organisation.,"['emissions', 'pollution', 'transparancy', 'natural resources', 'corporate compliance', 'board accountability', 'health and safety', 'diversity and inclusion', 'training and education', 'philanthropy']","[0.37331214290934905, 0.3007450537035711, 0.0992466621287637, 0.089423286121634, 0.0712827929494369, 0.0305317632201173, 0.029806306189493342, 0.005049860610810841, 0.00036701555310043123, 0.000235116613723341]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"scope 2 is the energy indirect greenhouse gas emissions, i.e.","['emissions', 'pollution', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education', 'health and safety']","[0.5104490379438419, 0.4750070717248939, 0.011323059925868533, 0.0012563162160110213, 0.0005622901737969905, 0.0005238359342362135, 0.0004666441777074356, 0.00015074425174051845, 0.00014089489741514358, 0.00012010475448836244]","['E', 'E', 'G', 'G', 'E', 'S', 'G', 'S', 'S', 'S']"
"emissions that result from the generation of purchased or acquired electricity, heating, cooling, and steam consumed by an organisation.","['emissions', 'pollution', 'natural resources', 'transparancy', 'corporate compliance', 'health and safety', 'diversity and inclusion', 'board accountability', 'philanthropy', 'training and education']","[0.3260474087424243, 0.2973142081889697, 0.22761664713707191, 0.09412240904054543, 0.0422824017362504, 0.008740994041870256, 0.00198142027982463, 0.0016181007463948456, 0.00021695841425794894, 5.945167239054013e-05]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'S']"
"scope 3 is the other indirect greenhouse gas emissions,  i.e.","['emissions', 'pollution', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'health and safety', 'training and education']","[0.5010252922540616, 0.4781178287466499, 0.01668981950380308, 0.0014784240116291233, 0.0009439468024839112, 0.000709732602856944, 0.0004913383827884817, 0.000211087902907918, 0.00021108531241949757, 0.00012144448039954871]","['E', 'E', 'G', 'G', 'E', 'S', 'G', 'S', 'S', 'S']"
"emissions that occur outside of the organisation, both upstream and downstream, that are not included in the energy indirect greenhouse gases (scope 2).","['emissions', 'transparancy', 'pollution', 'natural resources', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'philanthropy', 'health and safety', 'training and education']","[0.4036723826707395, 0.39432422459458516, 0.1669583328759971, 0.014215124558726895, 0.012356166651346284, 0.004038566115583786, 0.0028837011586016017, 0.0007624607396874824, 0.0006198505656935852, 0.00016919006903861]","['E', 'G', 'E', 'E', 'S', 'G', 'G', 'S', 'S', 'S']"
"the united nations sustainable development goals (sdgs) address  the global challenges the world is facing, including those related to poverty, inequality, climate change, environmental degradation, peace and justice.","['emissions', 'natural resources', 'pollution', 'transparancy', 'board accountability', 'diversity and inclusion', 'philanthropy', 'health and safety', 'corporate compliance', 'training and education']","[0.46009006751800424, 0.3342989057501309, 0.12464060881739272, 0.04181896882770816, 0.026007421431269648, 0.008624445744117661, 0.0017721524969941784, 0.0010959487465481942, 0.0010863587247067757, 0.0005651219431275728]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'S', 'G', 'S']"
"the super proton synchrotron (sps) is the second-largest  machine in cerns accelerator complex and it provides beams for experiments at cern, as well as preparing beams for the lhc.","['transparancy', 'diversity and inclusion', 'natural resources', 'emissions', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'corporate compliance', 'training and education']","[0.3890298543966773, 0.18030821051349072, 0.1404638785659215, 0.09490340559541309, 0.08795425743241302, 0.0460072691943034, 0.021502762183971656, 0.0177335980640051, 0.01585275732584819, 0.006244006727956043]","['G', 'S', 'E', 'E', 'G', 'S', 'E', 'S', 'G', 'S']"
"the tripartite agreement on radiation protection and radiation  safety is an agreement between cern, the swiss federal office for public health (ofsp) and the french nuclear authority (asn).","['health and safety', 'transparancy', 'board accountability', 'diversity and inclusion', 'training and education', 'pollution', 'corporate compliance', 'natural resources', 'philanthropy', 'emissions']","[0.9916907296243062, 0.0032291220930113287, 0.002755494929993638, 0.0006565142890562072, 0.0005557739366533959, 0.0003626687634658394, 0.00023736637673813787, 0.0002140735603756172, 0.00019753415662547555, 0.00010072226977421625]","['S', 'G', 'G', 'S', 'S', 'E', 'G', 'E', 'S', 'E']"
"it has established a framework for the discussion of topics related to radiation protection, specifically protecting cern workers and people from ionising radiation whether on-site or in the vicinity of cerns facilities.","['health and safety', 'training and education', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'natural resources', 'pollution', 'philanthropy', 'emissions']","[0.9214098005193802, 0.07130905339344411, 0.0028733913584701627, 0.0023891647470362445, 0.0012425248326775342, 0.00027347352897040447, 0.00016669424530410686, 0.00014268868181033746, 0.00012035660111909153, 7.285209178784573e-05]","['S', 'S', 'G', 'G', 'G', 'S', 'E', 'E', 'S', 'E']"
the worldwide lhc computing grid (wlcg) is the data-storage  and analysis infrastructure built and maintained for the entire high-energy physics community using the lhc.,"['transparancy', 'diversity and inclusion', 'board accountability', 'emissions', 'natural resources', 'pollution', 'philanthropy', 'corporate compliance', 'health and safety', 'training and education']","[0.49363707355611175, 0.30026420160797723, 0.09207149238164902, 0.05417695893603736, 0.01605926547244434, 0.013790423644774858, 0.010964733365134587, 0.009535479015850999, 0.007288671057934888, 0.002211700962084943]","['G', 'S', 'G', 'E', 'E', 'E', 'S', 'G', 'S', 'S']"
"organisational profile 102-1 name of the organisation 8 102-2 activities, brands, products and services 8,12,13, 32, 33 102-3 location of headquarters 8 102-4 location of operations 8 102-5 ownership and legal form 8 102-6 markets served 8 102-7 scale of the organisation 8 102-8 information on employees and other workers this information is published in cern's annual report.","['diversity and inclusion', 'transparancy', 'corporate compliance', 'board accountability', 'natural resources', 'emissions', 'health and safety', 'pollution', 'philanthropy', 'training and education']","[0.26574003832544857, 0.26162543245997166, 0.25268229011401067, 0.08146924192613109, 0.042126825207969086, 0.029222246971972593, 0.023455101671536086, 0.018167925962584014, 0.01432193385462754, 0.011188963505748708]","['S', 'G', 'G', 'G', 'E', 'E', 'S', 'E', 'S', 'S']"
"that for 2019 can be found at https://cds.cern.ch/recrod/2723123 on page 53, and those for 2020 can be found at https://cds.cern.ch/record/2771424 on page 57.","['natural resources', 'board accountability', 'emissions', 'corporate compliance', 'transparancy', 'diversity and inclusion', 'health and safety', 'pollution', 'training and education', 'philanthropy']","[0.19191087254017095, 0.17284175088713113, 0.15531968503566773, 0.14565870524960173, 0.08900192329664731, 0.07423111067891505, 0.06481053109803267, 0.04722542967579442, 0.0447622856824208, 0.014237705855618222]","['E', 'G', 'E', 'G', 'G', 'S', 'S', 'E', 'S', 'S']"
"102-9 supply chain 8,9 102-10 significant changes to the organisation and its supply chain none 102-11 precautionary principle or approach 10, 20 102-12 external initiatives 9 102-13 membership of associations 8 strategy 102-14 statement from senior decision-maker 4, 5 ethics and integrity 102-16 values, principles, standards, and norms of behaviour 9 governance 102-18 governance structure 9 stakeholder engagement 102-40 list of stakeholder groups see environment report 2017-2018 on page 11. https://cds.cern.ch/re- cord/2737239 102-41 collective bargaining agreements the cern staff association represents the entire staff body on the tripartite employment conditions forum (tref).","['emissions', 'corporate compliance', 'natural resources', 'board accountability', 'transparancy', 'pollution', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.36803100268827776, 0.27956929720682033, 0.11825399746397151, 0.08977651273311862, 0.06383746658782301, 0.03592207582220453, 0.022624525861144395, 0.017252390268934645, 0.00292434330559234, 0.0018083880621128138]","['E', 'G', 'E', 'G', 'G', 'E', 'S', 'S', 'S', 'S']"
"besides the staff association, tref is composed of representatives of the member states and the management.","['diversity and inclusion', 'natural resources', 'transparancy', 'board accountability', 'corporate compliance', 'emissions', 'training and education', 'health and safety', 'philanthropy', 'pollution']","[0.29601651040236776, 0.19728786854686747, 0.16421397129543838, 0.10826703402131557, 0.09834368320706784, 0.04659341580493109, 0.0339072396346744, 0.029182192545680385, 0.01503802055915754, 0.011150063982499582]","['S', 'E', 'G', 'G', 'G', 'E', 'S', 'S', 'S', 'E']"
"tref examines the conditions of pay and employment at cern and its recommenda- tions, if adopted by the council, apply to all staff.","['diversity and inclusion', 'transparancy', 'corporate compliance', 'board accountability', 'emissions', 'natural resources', 'pollution', 'health and safety', 'philanthropy', 'training and education']","[0.33597261296907016, 0.28489625960564796, 0.2720579260289732, 0.07668216096810411, 0.00925948160930059, 0.008637220287567809, 0.004954948657914707, 0.004653388222899208, 0.0022078461620268688, 0.0006781554884953703]","['S', 'G', 'G', 'G', 'E', 'E', 'E', 'S', 'S', 'S']"
102-42 identifying and selecting stakeholders relevant stakeholders either influence or are affected by cern's activities.,"['corporate compliance', 'transparancy', 'board accountability', 'diversity and inclusion', 'natural resources', 'health and safety', 'emissions', 'training and education', 'pollution', 'philanthropy']","[0.24994081706832694, 0.1985990897542137, 0.15611440792887238, 0.13817040251331042, 0.11176235001808385, 0.06018817870623139, 0.034715552386843714, 0.031353922797386496, 0.01400056832444744, 0.005154710502283654]","['G', 'G', 'G', 'S', 'E', 'S', 'E', 'S', 'E', 'S']"
102-43 approach to stakeholder engagement 11 102-44 key topics and concerns raised 11 reporting practice 102-45 entities included in the consolidated financial statements cern's financial statements are presented to the council at its june meeting.,"['corporate compliance', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'emissions', 'pollution', 'training and education', 'philanthropy', 'health and safety']","[0.21126752887464537, 0.19046818590554637, 0.14899460105960857, 0.1482195910394461, 0.1300445538559858, 0.06997184827734731, 0.03396370460237316, 0.026168989869355407, 0.021576428083744867, 0.0193245684319471]","['G', 'G', 'G', 'E', 'S', 'E', 'E', 'S', 'S', 'S']"
